model,modality,split,n_clusters,rmse_2d_m,mean_error_m,median_error_m,p75_error_m,p95_error_m,n,selected_candidate_id,selected_from_n_candidates,selection_metric,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,central_rounds,early_stopping_rounds,federated_cycles,local_boost_rounds,nthread,seed,coverage,gate_accuracy_diagnostic
XGBoost,centralized_by_predicted_cluster,test,2.0,2.443442808002239,2.034236834913898,1.754996133237164,2.7008061340781553,4.495217540096801,2147,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,1.0,0.976245924545878
XGBoost,centralized_global,test,,2.4524790321737595,2.057674603211641,1.7771475007298103,2.7205604923030426,4.513972033541204,2147,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,,
XGBoost,federated_by_predicted_cluster_cyclic_boosting,test,3.0,2.9585796021669384,2.4772737729363916,2.1777309639880538,3.2773095092377833,5.458724586009925,2147,federated_06,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,1.0,0.9245458779692595
XGBoost,federated_global_cyclic_boosting,test,,3.071442303479063,2.6205794851598396,2.320665416133864,3.450266867698449,5.678896587460083,2147,federated_06,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,,
XGBoost,centralized_by_predicted_cluster,val,2.0,2.428206108680302,1.964987096217849,1.658829657883472,2.550905647908399,4.801735051175102,1012,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,1.0,0.9752964426877471
XGBoost,centralized_global,val,,2.425271766609261,2.0328173537065077,1.749498799244304,2.684655503051229,4.5172664797195115,1012,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,,
XGBoost,federated_by_predicted_cluster_cyclic_boosting,val,3.0,2.8653297909472566,2.4073254814626943,2.1388682348729398,3.1480333785133165,5.20420662226459,1012,federated_06,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,1.0,0.9288537549407114
XGBoost,federated_global_cyclic_boosting,val,,3.0258234551440526,2.5664454278657196,2.2236244317137768,3.347340206746902,5.630468366614884,1012,federated_06,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,,
