model,modality,split,n_clusters,rmse_2d_m,mean_error_m,median_error_m,p75_error_m,p95_error_m,n,selected_candidate_id,selected_from_n_candidates,selection_metric,hidden_sizes,dropout,learning_rate,weight_decay,batch_size,central_epochs,patience,federated_rounds,local_epochs,client_weighting,force_cpu,seed,coverage,gate_accuracy_diagnostic
MLP,centralized_by_predicted_cluster,test,2.0,3.000769990564957,2.5441114389148485,2.218843094441467,3.3703046855802556,5.5229731746477375,2147,central_00,8,val_rmse_2d_m,"(128, 64)",0.0,0.001,1e-05,128,100,15,40,2,uniform,False,42,1.0,0.976245924545878
MLP,centralized_global,test,,3.0305185776369807,2.5721113128979143,2.238896372005582,3.383203753145515,5.4683236894550875,2147,central_00,8,val_rmse_2d_m,"(128, 64)",0.0,0.001,1e-05,128,100,15,40,2,uniform,False,42,,
MLP,federated_by_predicted_cluster_fedavg,test,3.0,3.2613102937894514,2.6960997503208954,2.282698873409962,3.5032231153143285,6.061313540856814,2147,federated_04,8,val_rmse_2d_m,"(256, 128)",0.1,0.001,1e-05,128,100,15,40,2,uniform,False,42,1.0,0.9245458779692595
MLP,federated_global_fedavg,test,,3.149101320737369,2.65611676337404,2.3487384038299743,3.4967346968854986,5.831453272524472,2147,federated_04,8,val_rmse_2d_m,"(256, 128)",0.1,0.001,1e-05,128,100,15,40,2,uniform,False,42,,
MLP,centralized_by_predicted_cluster,val,2.0,2.991585455742122,2.5268029142893487,2.268918984277292,3.3322275042081366,5.295449405162732,1012,central_00,8,val_rmse_2d_m,"(128, 64)",0.0,0.001,1e-05,128,100,15,40,2,uniform,False,42,1.0,0.9752964426877471
MLP,centralized_global,val,,2.927702894021395,2.494705685504965,2.172223736276128,3.293119631676974,5.381031715556401,1012,central_00,8,val_rmse_2d_m,"(128, 64)",0.0,0.001,1e-05,128,100,15,40,2,uniform,False,42,,
MLP,federated_by_predicted_cluster_fedavg,val,3.0,3.08448036286806,2.582744912941969,2.2168194426981866,3.423156573813763,5.753199564081832,1012,federated_04,8,val_rmse_2d_m,"(256, 128)",0.1,0.001,1e-05,128,100,15,40,2,uniform,False,42,1.0,0.9288537549407114
MLP,federated_global_fedavg,val,,3.246518725082245,2.7341318746527827,2.4122602384243055,3.6442351487286513,5.9862895857371,1012,federated_04,8,val_rmse_2d_m,"(256, 128)",0.1,0.001,1e-05,128,100,15,40,2,uniform,False,42,,
