model,modality,split,n_clusters,rmse_2d_m,mean_error_m,median_error_m,p75_error_m,p95_error_m,n,selected_candidate_id,selected_from_n_candidates,selection_metric,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,central_rounds,early_stopping_rounds,federated_cycles,local_boost_rounds,nthread,seed,coverage,gate_accuracy_diagnostic
XGBoost,centralized_by_predicted_cluster,test,4.0,12.739120380370977,9.877731392019518,7.814836138702068,13.71415788260861,23.87687940615788,67,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,1.0,0.9850746268656716
XGBoost,centralized_global,test,,12.99016394891851,10.226519771249576,8.479638931829584,13.318625496622646,27.05572280403921,67,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,,
XGBoost,federated_by_predicted_cluster_cyclic_boosting,test,9.0,19.020832823156475,12.96573929674473,6.765375328698822,18.084963406075538,39.13643014798412,67,federated_07,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,2,-1,42,0.9552238805970149,0.6268656716417911
XGBoost,federated_global_cyclic_boosting,test,,36.97001920282247,35.88379772112742,38.11893817296542,41.16340958596061,47.81812926980638,67,federated_07,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,2,-1,42,,
XGBoost,centralized_by_predicted_cluster,val,4.0,7.725698664598893,6.511101397300521,5.660311394649405,7.360716387335264,16.202047552309576,363,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,1.0,1.0
XGBoost,centralized_global,val,,8.1122409681437,6.795153067015621,5.542512089945242,7.80568778298346,17.084812026738483,363,central_04,8,val_rmse_2d_m,8,0.05,0.85,0.55,2.0,1.0,400,30,12,1,-1,42,,
XGBoost,federated_by_predicted_cluster_cyclic_boosting,val,9.0,8.10692292005635,6.228476949730621,4.967845808891311,7.263559160004036,17.203631834256797,363,federated_07,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,2,-1,42,0.9972451790633609,0.9449035812672176
XGBoost,federated_global_cyclic_boosting,val,,36.32146989252698,34.89520302827383,36.12943133879254,41.21105428531432,48.23733317770235,363,federated_07,8,val_rmse_2d_m,8,0.1,0.85,0.55,2.0,1.0,400,30,12,2,-1,42,,
