model,modality,split,n_clusters,rmse_2d_m,mean_error_m,median_error_m,p75_error_m,p95_error_m,n,n_neighbors,distance,weights,coverage,gate_accuracy_diagnostic
KNN,centralized_by_predicted_cluster,test,4.0,8.911295204619472,5.750858539651602,4.032774345424278,7.002586165938478,17.22539178829916,400,3,manhattan,distance,1.0,0.935
KNN,centralized_global,test,,8.62665803773125,5.8278858493995,4.038802188950148,7.240366084527085,17.10841359025996,400,3,manhattan,distance,,
KNN,federated_by_predicted_cluster,test,4.0,8.926875108197164,5.757097251551661,4.032774345424278,7.002586165938478,17.22539178829916,400,3,manhattan,distance,1.0,0.935
KNN,federated_global_exact_distributed_knn,test,,8.611605447816475,5.819459475974758,4.038802188950148,7.240366084527085,17.10841359025996,400,3,manhattan,distance,,
KNN,centralized_by_predicted_cluster,val,4.0,7.115764658023265,5.151384061578068,3.7868067945564405,6.358758241758046,14.768486572118107,409,3,manhattan,distance,1.0,0.9315403422982885
KNN,centralized_global,val,,7.350614368477995,5.190569250803876,3.734648788524565,6.4204232302365165,14.363842131651497,409,3,manhattan,distance,,
KNN,federated_by_predicted_cluster,val,4.0,7.115764658023265,5.151384061578068,3.7868067945564405,6.358758241758046,14.768486572118107,409,3,manhattan,distance,1.0,0.9315403422982885
KNN,federated_global_exact_distributed_knn,val,,7.34876699944007,5.187114665186937,3.732064525125195,6.4204232302365165,14.363842131651497,409,3,manhattan,distance,,
